1,2010-10-22 06:29:50,910.69,13.38
2,2010-10-22 06:44:47,913.88,12.90
1,2010-10-22 06:44:50,913.88,12.90
2,2010-10-22 06:59:49,917.06,12.67
1,2010-10-22 06:59:52,917.06,12.67
2,2010-10-22 07:14:51,920.31,12.64
1,2010-10-22 07:14:54,920.31,12.64
2,2010-10-22 07:29:53,923.50,14.43
1,2010-10-22 07:29:56,923.50,14.43
2,2010-10-22 07:44:53,926.94,14.30
1,2010-10-22 07:44:56,926.94,14.30
2,2010-10-22 07:59:56,930.50,14.08
1,2010-10-22 07:59:59,930.50,14.08
2,2010-10-22 08:14:57,934.06,13.02
1,2010-10-22 08:15:01,934.06,13.02
2,2010-10-22 08:29:57,937.25,12.70
1,2010-10-22 08:30:01,937.25,12.70
1,2010-10-22 08:44:45,940.44,12.64
2,2010-10-22 08:45:00,940.56,12.58
2,2010-10-22 08:59:45,944.31,15.20
1,2010-10-22 08:59:48,944.31,15.20
2,2010-10-22 09:14:46,952.94,34.30
1,2010-10-22 09:14:49,952.94,34.30
2,2010-10-22 09:29:46,961.44,34.30
1,2010-10-22 09:29:49,961.44,34.30
2,2010-10-22 09:44:52,972.31,43.46
1,2010-10-22 09:44:55,972.31,43.46
2,2010-10-22 09:59:54,988.63,73.44
1,2010-10-22 09:59:57,988.63,73.44
2,2010-10-22 10:14:54,1007.38,76.42
1,2010-10-22 10:14:57,1007.38,76.42
2,2010-10-22 10:29:56,1024.81,52.13
1,2010-10-22 10:29:59,1024.81,52.13
2,2010-10-22 10:44:53,1042.31,73.28
1,2010-10-22 10:44:56,1042.31,73.28
2,2010-10-22 10:59:43,1058.63,78.66
1,2010-10-22 10:59:46,1058.63,78.66
2,2010-10-22 11:29:50,1092.88,53.92
1,2010-10-22 11:29:53,1092.88,53.92
2,2010-10-22 11:44:55,1110.50,57.98
1,2010-10-22 11:44:58,1110.50,57.98
1,2010-10-22 11:59:46,1127.63,57.70
2,2010-10-22 12:00:00,1128.00,57.79
2,2010-10-22 12:14:47,1145.13,57.86
1,2010-10-22 12:14:50,1145.13,57.86
2,2010-10-22 12:29:51,1162.56,57.50
1,2010-10-22 12:29:54,1162.56,57.50
2,2010-10-22 12:44:55,1179.44,79.97
1,2010-10-22 12:44:58,1179.44,79.97
2,2010-10-22 12:59:58,1196.13,81.89
1,2010-10-22 13:00:01,1196.13,81.89
1,2010-10-22 13:14:47,1212.81,82.46
2,2010-10-22 13:15:01,1213.19,80.99
2,2010-10-22 13:29:45,1230.00,58.24
1,2010-10-22 13:29:48,1230.00,58.24
2,2010-10-22 13:44:47,1248.50,60.10
1,2010-10-22 13:44:51,1248.50,60.10
2,2010-10-22 13:59:48,1266.94,82.50
1,2010-10-22 13:59:51,1266.94,82.50
2,2010-10-22 14:14:51,1284.19,81.25
1,2010-10-22 14:14:54,1284.19,81.25
2,2010-10-22 14:29:53,1301.00,79.71
1,2010-10-22 14:29:56,1301.00,79.71
2,2010-10-22 14:44:55,1318.44,57.79
1,2010-10-22 14:44:58,1318.44,57.79
2,2010-10-22 14:59:57,1336.81,60.48
1,2010-10-22 15:00:00,1336.81,60.48
2,2010-10-22 15:14:57,1354.94,81.54
1,2010-10-22 15:15:00,1354.94,81.54
2,2010-10-22 15:29:58,1372.19,81.09
1,2010-10-22 15:30:02,1372.19,81.09
1,2010-10-22 15:44:46,1388.88,79.71
2,2010-10-22 15:45:00,1389.25,80.51
1,2010-10-22 15:59:46,1406.25,58.11
2,2010-10-22 16:00:00,1406.50,58.11
2,2010-10-22 16:14:45,1425.69,53.76
1,2010-10-22 16:14:48,1425.69,53.76
2,2010-10-22 16:29:45,1443.13,78.27
1,2010-10-22 16:29:48,1443.13,78.27
2,2010-10-22 16:44:46,1460.00,75.58
1,2010-10-22 16:44:50,1460.00,75.58
2,2010-10-22 16:59:47,1477.00,77.41
1,2010-10-22 16:59:50,1477.00,77.41
2,2010-10-22 17:14:48,1495.06,52.48
1,2010-10-22 17:14:51,1495.06,52.48
2,2010-10-22 17:29:50,1513.44,57.44
1,2010-10-22 17:29:54,1513.44,57.44
2,2010-10-22 17:44:50,1531.13,80.86
1,2010-10-22 17:44:53,1531.13,80.86
2,2010-10-22 17:59:51,1548.31,83.46
1,2010-10-22 17:59:54,1548.31,83.46
2,2010-10-22 18:14:52,1565.75,80.90
1,2010-10-22 18:14:55,1565.75,80.90
2,2010-10-22 18:29:53,1583.88,57.86
1,2010-10-22 18:29:57,1583.88,57.86
2,2010-10-22 18:44:55,1601.94,63.30
1,2010-10-22 18:44:58,1601.94,63.30
2,2010-10-22 18:59:56,1620.50,58.82
1,2010-10-22 18:59:59,1620.50,58.82
2,2010-10-22 19:14:57,1638.31,86.94
1,2010-10-22 19:15:00,1638.31,86.94
2,2010-10-22 19:29:57,1657.00,88.51
1,2010-10-22 19:30:00,1657.00,88.51
2,2010-10-22 19:44:57,1677.75,63.78
1,2010-10-22 19:45:01,1677.75,63.78
2,2010-10-22 19:59:57,1697.19,86.34
1,2010-10-22 20:00:01,1697.19,86.34
2,2010-10-22 20:14:58,1715.75,82.46
1,2010-10-22 20:15:01,1715.75,82.46
2,2010-10-22 20:29:59,1734.06,86.43
1,2010-10-22 20:30:02,1734.06,86.43
1,2010-10-22 20:44:47,1752.38,58.14
2,2010-10-22 20:45:01,1752.69,57.82
1,2010-10-22 20:59:47,1772.31,66.50
2,2010-10-22 21:00:01,1772.63,66.24
2,2010-10-22 21:14:44,1791.19,84.93
1,2010-10-22 21:14:48,1791.19,84.93
2,2010-10-22 21:29:47,1809.63,85.22
1,2010-10-22 21:29:50,1809.63,85.22
2,2010-10-22 21:44:48,1827.88,85.86
1,2010-10-22 21:44:51,1827.88,85.86
2,2010-10-22 21:59:49,1846.63,62.56
1,2010-10-22 21:59:52,1846.63,62.56
2,2010-10-22 22:14:50,1865.63,62.75
1,2010-10-22 22:14:53,1865.63,62.75
2,2010-10-22 22:29:50,1885.38,62.88
1,2010-10-22 22:29:53,1885.38,62.88
2,2010-10-22 22:44:51,1904.00,85.57
1,2010-10-22 22:44:54,1904.00,85.57
2,2010-10-22 22:59:53,1922.31,85.57
1,2010-10-22 22:59:56,1922.31,85.57
2,2010-10-22 23:14:53,1940.63,86.30
1,2010-10-22 23:14:56,1940.63,86.30
2,2010-10-22 23:29:55,1959.38,91.30
1,2010-10-22 23:29:58,1959.38,91.30
2,2010-10-22 23:44:55,1978.63,60.13
1,2010-10-22 23:44:58,1978.63,60.13
2,2010-10-22 23:59:55,1998.19,64.26
1,2010-10-22 23:59:59,1998.19,64.26
1,2010-10-23 00:14:45,2015.25,55.36
2,2010-10-23 00:14:59,2015.50,55.46
1,2010-10-23 00:29:45,2027.44,59.46
2,2010-10-23 00:30:00,2027.75,59.62
2,2010-10-23 00:44:44,2039.50,59.52
1,2010-10-23 00:44:48,2039.50,59.52
2,2010-10-23 00:59:46,2051.31,53.02
1,2010-10-23 00:59:49,2051.31,53.02
2,2010-10-23 01:14:56,2061.50,52.74
1,2010-10-23 01:15:00,2061.50,52.74
2,2010-10-23 01:29:57,2067.44,11.94
1,2010-10-23 01:30:00,2067.44,11.94
2,2010-10-23 01:44:57,2070.50,12.48
1,2010-10-23 01:45:01,2070.50,12.48
1,2010-10-23 01:59:45,2073.50,12.54
2,2010-10-23 02:00:00,2073.56,12.51
1,2010-10-23 02:14:46,2076.63,12.00
2,2010-10-23 02:15:00,2076.63,11.97
1,2010-10-23 02:29:46,2079.75,12.58
2,2010-10-23 02:30:00,2079.75,12.16
1,2010-10-23 02:44:46,2082.63,11.17
2,2010-10-23 02:45:00,2082.69,11.17
1,2010-10-23 02:59:47,2085.63,14.11
2,2010-10-23 03:00:01,2085.75,13.09
1,2010-10-23 03:14:47,2088.63,11.94
2,2010-10-23 03:15:01,2088.63,11.90
2,2010-10-23 03:29:44,2091.56,11.36
1,2010-10-23 03:29:47,2091.56,11.36
2,2010-10-23 03:44:45,2094.50,11.42
1,2010-10-23 03:44:49,2094.50,11.42
2,2010-10-23 03:59:45,2097.50,12.54
1,2010-10-23 03:59:49,2097.50,12.54
2,2010-10-23 04:14:46,2100.75,13.92
1,2010-10-23 04:14:49,2100.75,13.92
2,2010-10-23 04:29:46,2104.25,13.79
1,2010-10-23 04:29:49,2104.25,13.79
2,2010-10-23 04:44:47,2107.69,11.90
1,2010-10-23 04:44:50,2107.69,11.90
2,2010-10-23 04:59:47,2110.69,11.23
1,2010-10-23 04:59:50,2110.69,11.23
2,2010-10-23 05:14:47,2113.63,12.06
1,2010-10-23 05:14:50,2113.63,12.06
2,2010-10-23 05:29:48,2116.56,11.71
1,2010-10-23 05:29:51,2116.56,11.71
2,2010-10-23 05:44:48,2119.50,11.94
1,2010-10-23 05:44:51,2119.50,11.94
2,2010-10-23 05:59:48,2122.44,12.67
1,2010-10-23 05:59:51,2122.44,12.67
2,2010-10-23 06:14:48,2125.44,11.74
1,2010-10-23 06:14:51,2125.44,11.74
2,2010-10-23 06:29:49,2128.56,13.25
1,2010-10-23 06:29:52,2128.56,13.25
2,2010-10-23 06:44:50,2131.69,12.70
1,2010-10-23 06:44:53,2131.69,12.70
2,2010-10-23 06:59:50,2134.63,11.20
1,2010-10-23 06:59:53,2134.63,11.20
2,2010-10-23 07:14:51,2137.75,12.16
1,2010-10-23 07:14:54,2137.75,12.16
2,2010-10-23 07:29:51,2140.69,12.19
1,2010-10-23 07:29:54,2140.69,12.19
2,2010-10-23 07:44:50,2143.56,11.33
1,2010-10-23 07:44:53,2143.56,11.33
2,2010-10-23 07:59:51,2146.56,12.54
1,2010-10-23 07:59:54,2146.56,12.54
2,2010-10-23 08:14:51,2149.94,13.28
1,2010-10-23 08:14:54,2149.94,13.28
2,2010-10-23 08:29:52,2153.31,13.15
1,2010-10-23 08:29:55,2153.31,13.15
2,2010-10-23 08:44:52,2156.56,11.71
1,2010-10-23 08:44:55,2156.56,11.71
2,2010-10-23 08:59:53,2165.31,36.16
1,2010-10-23 08:59:56,2165.31,36.16
2,2010-10-23 09:14:53,2179.00,55.14
1,2010-10-23 09:14:56,2179.00,55.14
2,2010-10-23 09:29:55,2189.75,53.57
1,2010-10-23 09:29:58,2189.75,53.57
2,2010-10-23 09:44:51,2202.25,64.38
1,2010-10-23 09:44:54,2202.25,64.38
2,2010-10-23 09:59:52,2219.38,58.08
1,2010-10-23 09:59:56,2219.38,58.08
2,2010-10-23 10:14:54,2236.50,57.34
1,2010-10-23 10:14:57,2236.50,57.34
2,2010-10-23 10:29:54,2254.00,57.95
1,2010-10-23 10:29:58,2254.00,57.95
2,2010-10-23 10:44:57,2271.75,52.51
1,2010-10-23 10:45:00,2271.75,52.51
2,2010-10-23 10:59:58,2288.50,75.52
1,2010-10-23 11:00:01,2288.50,75.52
1,2010-10-23 11:14:45,2305.06,80.93
2,2010-10-23 11:15:00,2305.44,81.02
2,2010-10-23 11:29:44,2322.00,81.25
1,2010-10-23 11:29:47,2322.00,81.25
2,2010-10-23 11:44:45,2339.31,81.95
1,2010-10-23 11:44:48,2339.31,81.95
2,2010-10-23 11:59:46,2356.88,57.34
1,2010-10-23 11:59:49,2356.88,57.34
2,2010-10-23 12:14:47,2375.19,59.84
1,2010-10-23 12:14:50,2375.19,59.84
2,2010-10-23 12:29:47,2392.94,79.58
1,2010-10-23 12:29:51,2392.94,79.58
2,2010-10-23 12:44:50,2409.69,81.15
1,2010-10-23 12:44:53,2409.69,81.15
2,2010-10-23 12:59:51,2426.94,80.67
1,2010-10-23 12:59:55,2426.94,80.67
2,2010-10-23 13:14:53,2444.56,51.97
1,2010-10-23 13:14:56,2444.56,51.97
2,2010-10-23 13:29:53,2462.88,57.15
1,2010-10-23 13:29:57,2462.88,57.15
2,2010-10-23 13:44:55,2480.94,76.42
1,2010-10-23 13:44:58,2480.94,76.42
2,2010-10-23 13:59:56,2498.25,79.65
1,2010-10-23 13:59:59,2498.25,79.65
2,2010-10-23 14:14:58,2515.88,80.00
1,2010-10-23 14:15:01,2515.88,80.00
2,2010-10-23 14:29:59,2533.38,78.82
1,2010-10-23 14:30:03,2533.38,78.82
1,2010-10-23 14:44:45,2552.25,57.31
2,2010-10-23 14:44:59,2552.56,57.38
2,2010-10-23 14:59:59,2570.44,79.01
1,2010-10-23 15:00:02,2570.44,79.01
2,2010-10-23 15:14:44,2587.13,81.70
1,2010-10-23 15:14:47,2587.13,81.70
2,2010-10-23 15:29:45,2604.44,81.63
1,2010-10-23 15:29:49,2604.44,81.63
2,2010-10-23 15:44:47,2622.44,57.57
1,2010-10-23 15:44:50,2622.44,57.57
2,2010-10-23 15:59:49,2640.81,61.73
1,2010-10-23 15:59:52,2640.81,61.73
2,2010-10-23 16:14:49,2659.13,80.86
1,2010-10-23 16:14:53,2659.13,80.86
2,2010-10-23 16:29:51,2676.44,81.82
1,2010-10-23 16:29:54,2676.44,81.82
2,2010-10-23 16:44:52,2693.94,84.26
1,2010-10-23 16:44:55,2693.94,84.26
2,2010-10-23 16:59:52,2712.56,57.34
1,2010-10-23 16:59:55,2712.56,57.34
2,2010-10-23 17:14:53,2731.19,74.85
1,2010-10-23 17:14:57,2731.19,74.85
2,2010-10-23 17:29:55,2748.63,80.35
1,2010-10-23 17:29:59,2748.63,80.35
2,2010-10-23 17:44:56,2765.88,75.84
1,2010-10-23 17:44:59,2765.88,75.84
2,2010-10-23 17:59:57,2783.25,59.87
1,2010-10-23 18:00:00,2783.25,59.87
2,2010-10-23 18:14:57,2801.69,53.89
1,2010-10-23 18:15:01,2801.69,53.89
2,2010-10-23 18:29:59,2820.38,79.87
1,2010-10-23 18:30:02,2820.38,79.87
1,2010-10-23 18:44:46,2836.38,69.66
2,2010-10-23 18:45:00,2836.69,66.43
1,2010-10-23 18:59:46,2853.25,67.07
2,2010-10-23 19:00:00,2853.56,67.10
1,2010-10-23 19:14:47,2870.25,66.88
2,2010-10-23 19:15:01,2870.56,66.05
1,2010-10-23 19:29:46,2887.06,65.09
2,2010-10-23 19:30:00,2887.38,65.02
1,2010-10-23 19:44:46,2903.69,66.18
2,2010-10-23 19:45:00,2904.00,66.14
1,2010-10-23 19:59:46,2920.44,66.66
2,2010-10-23 20:00:01,2920.75,66.53
2,2010-10-23 20:14:44,2937.50,70.40
1,2010-10-23 20:14:47,2937.50,70.40
2,2010-10-23 20:29:45,2954.44,67.23
1,2010-10-23 20:29:48,2954.44,67.23
2,2010-10-23 20:44:45,2971.06,69.12
1,2010-10-23 20:44:48,2971.06,69.12
2,2010-10-23 20:59:46,2987.75,65.89
1,2010-10-23 20:59:49,2987.75,65.89
2,2010-10-23 21:14:48,3004.38,65.57
1,2010-10-23 21:14:51,3004.38,65.57
2,2010-10-23 21:29:48,3020.94,66.40
1,2010-10-23 21:29:51,3020.94,66.40
2,2010-10-23 21:44:49,3037.63,66.30
1,2010-10-23 21:44:52,3037.63,66.30
2,2010-10-23 21:59:50,3054.50,66.78
1,2010-10-23 21:59:53,3054.50,66.78
2,2010-10-23 22:14:51,3071.25,67.23
1,2010-10-23 22:14:54,3071.25,67.23
2,2010-10-23 22:29:52,3088.06,66.11
1,2010-10-23 22:29:55,3088.06,66.11
2,2010-10-23 22:44:53,3104.56,65.54
1,2010-10-23 22:44:56,3104.56,65.54
2,2010-10-23 22:59:53,3121.19,66.02
1,2010-10-23 22:59:57,3121.19,66.02
2,2010-10-23 23:14:54,3137.88,66.88
1,2010-10-23 23:14:57,3137.88,66.88
2,2010-10-23 23:29:54,3154.69,65.89
1,2010-10-23 23:29:57,3154.69,65.89
2,2010-10-23 23:44:55,3171.38,67.17
1,2010-10-23 23:44:58,3171.38,67.17
2,2010-10-23 23:59:55,3188.00,67.01
1,2010-10-23 23:59:58,3188.00,67.01
1,2010-10-24 00:14:46,3202.25,57.06
2,2010-10-24 00:15:00,3202.56,57.06
2,2010-10-24 00:29:44,3212.63,41.60
1,2010-10-24 00:29:47,3212.63,41.60
2,2010-10-24 00:44:46,3222.81,39.62
1,2010-10-24 00:44:49,3222.81,39.62
2,2010-10-24 00:59:47,3232.69,33.73
1,2010-10-24 00:59:50,3232.69,33.73
2,2010-10-24 01:14:58,3241.06,33.06
1,2010-10-24 01:15:01,3241.06,33.06
1,2010-10-24 01:29:45,3248.75,32.35
2,2010-10-24 01:29:59,3248.88,32.54
1,2010-10-24 01:44:46,3255.94,28.99
2,2010-10-24 01:45:00,3256.06,29.47
1,2010-10-24 01:59:46,3263.13,28.58
2,2010-10-24 02:00:01,3263.25,28.26
1,2010-10-24 02:14:47,3270.38,28.83
2,2010-10-24 02:15:02,3270.44,28.29
1,2010-10-24 02:29:47,3273.81,11.33
2,2010-10-24 02:30:01,3273.81,11.10
2,2010-10-24 02:44:44,3276.94,12.54
1,2010-10-24 02:44:48,3276.94,12.54
2,2010-10-24 02:59:45,3280.06,12.77
1,2010-10-24 02:59:48,3280.06,12.77
2,2010-10-24 03:14:45,3283.13,12.22
1,2010-10-24 03:14:49,3283.13,12.22
2,2010-10-24 03:29:46,3286.44,13.12
1,2010-10-24 03:29:49,3286.44,13.12
2,2010-10-24 03:44:47,3289.75,12.67
1,2010-10-24 03:44:50,3289.75,12.67
2,2010-10-24 03:59:48,3292.94,12.16
1,2010-10-24 03:59:51,3292.94,12.16
2,2010-10-24 04:14:49,3296.00,12.77
1,2010-10-24 04:14:52,3296.00,12.77
2,2010-10-24 04:29:48,3299.13,12.77
1,2010-10-24 04:29:51,3299.13,12.77
2,2010-10-24 04:44:48,3302.31,12.06
1,2010-10-24 04:44:51,3302.31,12.06
2,2010-10-24 04:59:48,3305.25,11.52
1,2010-10-24 04:59:52,3305.25,11.52
2,2010-10-24 05:14:49,3308.25,12.58
1,2010-10-24 05:14:53,3308.25,12.58
2,2010-10-24 05:29:50,3311.38,12.48
1,2010-10-24 05:29:53,3311.38,12.48
2,2010-10-24 05:44:49,3314.31,12.80
1,2010-10-24 05:44:52,3314.31,12.80
2,2010-10-24 05:59:50,3317.50,12.00
1,2010-10-24 05:59:53,3317.50,12.00
2,2010-10-24 06:14:52,3320.63,12.80
1,2010-10-24 06:14:55,3320.63,12.80
2,2010-10-24 06:29:52,3323.75,12.29
1,2010-10-24 06:29:55,3323.75,12.29
2,2010-10-24 06:44:52,3326.69,12.51
1,2010-10-24 06:44:56,3326.69,12.51
2,2010-10-24 06:59:53,3329.63,12.10
1,2010-10-24 06:59:56,3329.63,12.10
2,2010-10-24 07:14:54,3332.50,11.26
1,2010-10-24 07:14:57,3332.50,11.26
2,2010-10-24 07:29:55,3335.50,11.20
1,2010-10-24 07:29:58,3335.50,11.20
2,2010-10-24 07:44:55,3338.63,12.19
1,2010-10-24 07:44:58,3338.63,12.19
2,2010-10-24 07:59:55,3341.75,12.93
1,2010-10-24 07:59:58,3341.75,12.93
2,2010-10-24 08:14:56,3344.81,12.19
1,2010-10-24 08:14:59,3344.81,12.19
2,2010-10-24 08:29:55,3347.81,11.62
1,2010-10-24 08:29:58,3347.81,11.62
2,2010-10-24 08:44:55,3350.75,11.46
1,2010-10-24 08:44:58,3350.75,11.46
2,2010-10-24 08:59:56,3353.69,11.33
1,2010-10-24 08:59:59,3353.69,11.33
2,2010-10-24 09:14:57,3357.13,14.24
1,2010-10-24 09:15:00,3357.13,14.24
2,2010-10-24 09:29:57,3360.63,13.98
1,2010-10-24 09:30:01,3360.63,13.98
1,2010-10-24 09:44:46,3363.81,11.97
2,2010-10-24 09:45:00,3363.88,11.97
1,2010-10-24 09:59:45,3366.88,11.74
2,2010-10-24 09:59:59,3366.94,11.74
2,2010-10-24 10:14:59,3369.81,11.10
1,2010-10-24 10:15:02,3369.81,11.10
1,2010-10-24 10:29:46,3378.25,34.82
2,2010-10-24 10:30:01,3378.44,34.94
2,2010-10-24 10:44:48,3394.19,64.22
1,2010-10-24 10:44:51,3394.19,64.22
2,2010-10-24 10:59:49,3411.31,79.58
1,2010-10-24 10:59:52,3411.31,79.58
2,2010-10-24 11:14:52,3428.44,80.58
1,2010-10-24 11:14:55,3428.44,80.58
2,2010-10-24 11:29:52,3445.38,84.10
1,2010-10-24 11:29:55,3445.38,84.10
2,2010-10-24 11:44:53,3463.81,51.90
1,2010-10-24 11:44:56,3463.81,51.90
2,2010-10-24 11:59:54,3481.50,53.38
1,2010-10-24 11:59:58,3481.50,53.38
2,2010-10-24 12:14:55,3498.69,83.49
1,2010-10-24 12:14:59,3498.69,83.49
2,2010-10-24 12:29:57,3515.63,80.19
1,2010-10-24 12:30:00,3515.63,80.19
2,2010-10-24 12:44:59,3532.69,81.63
1,2010-10-24 12:45:02,3532.69,81.63
1,2010-10-24 12:59:47,3550.94,58.94
2,2010-10-24 13:00:01,3551.25,58.88
1,2010-10-24 13:14:47,3569.56,53.41
2,2010-10-24 13:15:01,3569.81,53.41
1,2010-10-24 13:29:47,3586.50,75.26
2,2010-10-24 13:30:01,3586.81,74.69
2,2010-10-24 13:44:44,3603.25,75.26
1,2010-10-24 13:44:47,3603.25,75.26
2,2010-10-24 13:59:45,3620.25,76.67
1,2010-10-24 13:59:48,3620.25,76.67
2,2010-10-24 14:14:46,3638.19,58.88
1,2010-10-24 14:14:49,3638.19,58.88
2,2010-10-24 14:29:48,3656.44,58.59
1,2010-10-24 14:29:51,3656.44,58.59
2,2010-10-24 14:44:48,3674.56,75.55
1,2010-10-24 14:44:52,3674.56,75.55
2,2010-10-24 14:59:49,3691.69,75.90
1,2010-10-24 14:59:52,3691.69,75.90
2,2010-10-24 15:14:51,3710.19,54.34
1,2010-10-24 15:14:54,3710.19,54.34
2,2010-10-24 15:29:52,3728.44,56.83
1,2010-10-24 15:29:55,3728.44,56.83
