3,2010-10-29 04:29:47,721,642,1,592,700,99,99,2
4,2010-10-29 04:29:52,718,637,1,596,700,99,99,2
1,2010-10-29 04:29:59,729,675,101,571,689,40,40,1
3,2010-10-29 04:44:46,720,639,1,594,700,99,99,2
4,2010-10-29 04:44:51,716,637,1,596,700,99,99,2
1,2010-10-29 04:44:59,727,673,101,573,689,40,40,1
3,2010-10-29 04:59:32,718,637,1,595,700,99,99,2
4,2010-10-29 04:59:53,716,635,1,597,700,99,99,2
1,2010-10-29 05:00:01,725,673,101,573,689,40,40,1
1,2010-10-29 05:14:51,723,671,101,574,689,40,40,1
3,2010-10-29 05:14:55,718,637,1,595,700,99,99,2
4,2010-10-29 05:14:59,714,635,1,597,700,99,99,2
1,2010-10-29 05:29:52,721,682,69,567,689,40,40,1
3,2010-10-29 05:29:56,716,640,1,593,700,99,99,2
4,2010-10-29 05:30:01,712,633,1,598,700,99,99,2
1,2010-10-29 05:44:49,721,682,69,567,689,40,40,1
3,2010-10-29 05:44:53,716,637,1,595,700,99,99,2
4,2010-10-29 05:44:58,712,631,1,599,700,99,99,2
3,2010-10-29 05:59:47,714,626,1,602,700,99,99,2
4,2010-10-29 05:59:51,712,630,1,600,700,99,99,2
1,2010-10-29 05:59:58,720,682,69,567,689,40,40,1
3,2010-10-29 06:14:46,714,637,1,595,700,99,99,2
4,2010-10-29 06:14:50,709,628,1,601,700,99,99,2
1,2010-10-29 06:14:59,718,682,69,567,689,40,40,1
3,2010-10-29 06:29:45,712,637,1,596,700,99,99,2
4,2010-10-29 06:29:49,709,626,1,602,700,99,99,2
1,2010-10-29 06:29:57,718,680,69,568,689,40,40,1
1,2010-10-29 06:44:49,718,678,69,569,689,40,40,1
3,2010-10-29 06:44:53,712,631,1,599,700,99,99,2
4,2010-10-29 06:44:57,709,626,1,602,700,99,99,2
1,2010-10-29 06:59:47,716,678,5,569,689,40,40,1
3,2010-10-29 06:59:51,711,619,1,607,700,99,99,2
4,2010-10-29 06:59:56,707,624,1,603,700,99,99,2
3,2010-10-29 07:14:46,709,631,1,599,700,99,99,2
4,2010-10-29 07:14:50,707,622,1,605,700,99,99,2
1,2010-10-29 07:14:57,716,676,5,570,689,40,40,1
1,2010-10-29 07:29:47,714,675,5,571,689,40,40,1
3,2010-10-29 07:29:51,707,622,1,605,700,99,99,2
4,2010-10-29 07:29:56,707,621,1,606,700,99,99,2
1,2010-10-29 07:44:52,712,675,5,571,689,40,40,1
3,2010-10-29 07:44:57,707,624,1,603,700,99,99,2
4,2010-10-29 07:45:01,705,619,1,607,700,99,99,2
1,2010-10-29 07:59:48,712,673,5,573,689,40,40,1
3,2010-10-29 07:59:53,707,639,1,594,700,99,99,2
4,2010-10-29 07:59:57,703,619,1,607,700,99,99,2
4,2010-10-29 08:14:46,702,617,1,608,700,99,99,2
1,2010-10-29 08:14:53,711,673,5,573,689,40,40,1
3,2010-10-29 08:14:57,703,615,1,609,700,99,99,2
4,2010-10-29 08:29:48,702,615,1,609,700,99,99,2
1,2010-10-29 08:29:55,711,673,5,573,689,40,40,1
3,2010-10-29 08:29:59,705,615,1,609,700,99,99,2
3,2010-10-29 08:44:45,703,612,1,611,700,99,99,2
4,2010-10-29 08:44:50,700,615,1,609,700,99,99,2
1,2010-10-29 08:44:57,709,669,5,575,689,40,40,1
3,2010-10-29 08:59:48,703,610,1,613,700,99,99,2
4,2010-10-29 08:59:52,700,613,1,610,700,99,99,2
1,2010-10-29 09:00:00,709,669,5,575,689,40,40,1
3,2010-10-29 09:14:49,703,586,1,627,700,99,99,2
4,2010-10-29 09:14:53,702,613,1,610,700,99,99,2
1,2010-10-29 09:15:00,709,673,5,573,689,40,40,1
4,2010-10-29 09:29:49,705,613,1,610,700,99,99,2
1,2010-10-29 09:29:56,711,682,5,567,689,40,40,1
3,2010-10-29 09:30:00,707,606,1,615,700,99,99,2
1,2010-10-29 09:44:52,711,684,5,566,689,40,40,1
3,2010-10-29 09:44:56,703,673,5,573,689,40,40,1
4,2010-10-29 09:45:00,707,702,5,555,689,40,40,1
1,2010-10-29 09:59:48,712,689,5,562,689,40,40,1
3,2010-10-29 09:59:52,703,678,5,569,689,40,40,1
4,2010-10-29 09:59:57,709,709,5,550,689,40,40,1
4,2010-10-29 10:14:48,712,714,5,546,689,40,40,1
1,2010-10-29 10:14:55,716,698,5,557,689,40,40,1
3,2010-10-29 10:15:00,707,687,5,563,689,40,40,1
1,2010-10-29 10:29:46,720,702,5,555,689,40,40,1
3,2010-10-29 10:29:50,707,694,5,559,689,40,40,1
4,2010-10-29 10:29:55,718,720,5,543,689,40,40,1
4,2010-10-29 10:44:46,721,725,5,540,689,40,40,1
1,2010-10-29 10:44:54,721,703,5,553,689,40,40,1
3,2010-10-29 10:44:58,709,698,5,557,689,40,40,1
4,2010-10-29 10:59:47,723,727,5,538,689,40,40,1
1,2010-10-29 10:59:54,725,711,5,549,689,40,40,1
3,2010-10-29 10:59:58,711,700,5,556,689,40,40,1
1,2010-10-29 11:14:45,729,714,5,547,689,40,40,1
3,2010-10-29 11:14:49,716,702,5,554,689,40,40,1
4,2010-10-29 11:14:53,725,730,5,536,689,40,40,1
1,2010-10-29 11:29:52,730,718,69,544,689,40,40,1
3,2010-10-29 11:29:56,718,707,5,551,689,40,40,1
4,2010-10-29 11:30:00,730,736,69,533,689,40,40,1
3,2010-10-29 11:44:48,720,712,5,548,689,40,40,1
4,2010-10-29 11:44:52,734,741,69,530,689,40,40,1
1,2010-10-29 11:44:59,736,723,101,541,689,40,40,1
4,2010-10-29 11:59:46,727,545,101,653,689,40,40,1
1,2010-10-29 11:59:53,736,694,101,559,689,40,40,1
3,2010-10-29 11:59:58,721,714,5,547,689,40,40,1
1,2010-10-29 12:14:45,734,702,101,555,689,40,40,1
3,2010-10-29 12:14:49,721,714,5,547,689,40,40,1
4,2010-10-29 12:14:54,718,725,5,540,689,40,40,1
1,2010-10-29 12:29:48,739,711,101,549,689,40,40,1
3,2010-10-29 12:29:52,727,718,5,544,689,40,40,1
4,2010-10-29 12:29:56,732,741,69,529,689,40,40,1
4,2010-10-29 12:44:47,732,552,101,649,689,40,40,1
1,2010-10-29 12:44:54,743,711,101,549,689,40,40,1
3,2010-10-29 12:44:58,729,721,5,542,689,40,40,1
3,2010-10-29 12:59:48,727,718,5,544,689,40,40,1
4,2010-10-29 12:59:52,718,705,5,552,689,40,40,1
1,2010-10-29 12:59:59,741,711,101,549,689,40,40,1
1,2010-10-29 13:14:53,745,716,101,545,689,40,40,1
3,2010-10-29 13:14:57,727,585,69,628,689,40,40,1
4,2010-10-29 13:15:01,734,747,69,526,689,40,40,1
3,2010-10-29 13:29:09,720,577,69,633,689,40,40,1
4,2010-10-29 13:29:49,729,547,101,652,689,40,40,1
1,2010-10-29 13:29:57,743,714,101,546,689,40,40,1
3,2010-10-29 13:44:33,718,700,5,556,689,40,40,1
4,2010-10-29 13:44:54,721,721,69,542,689,40,40,1
1,2010-10-29 13:45:01,739,712,101,548,689,40,40,1
1,2010-10-29 13:59:52,747,727,101,539,689,40,40,1
3,2010-10-29 13:59:57,729,594,69,623,689,40,40,1
4,2010-10-29 14:00:01,738,583,101,630,689,40,40,1
3,2010-10-29 14:14:03,720,581,69,631,689,40,40,1
1,2010-10-29 14:14:48,745,720,101,543,689,40,40,1
4,2010-10-29 14:14:57,729,550,101,650,689,40,40,1
1,2010-10-29 14:29:49,745,723,101,541,689,40,40,1
3,2010-10-29 14:29:53,721,720,5,543,689,40,40,1
4,2010-10-29 14:29:57,721,678,69,569,689,40,40,1
3,2010-10-29 14:44:14,730,597,69,621,689,40,40,1
4,2010-10-29 14:44:53,739,577,101,633,689,40,40,1
1,2010-10-29 14:45:00,750,729,101,537,689,40,40,1
4,2010-10-29 14:59:45,730,558,101,645,689,40,40,1
1,2010-10-29 14:59:53,750,727,101,539,689,40,40,1
3,2010-10-29 14:59:57,725,588,69,626,689,40,40,1
3,2010-10-29 15:14:42,723,586,69,627,689,40,40,1
4,2010-10-29 15:14:47,727,558,101,646,689,40,40,1
1,2010-10-29 15:14:54,750,721,101,542,689,40,40,1
3,2010-10-29 15:29:44,723,590,69,625,689,40,40,1
4,2010-10-29 15:29:49,725,558,101,645,689,40,40,1
1,2010-10-29 15:29:57,750,714,101,547,689,40,40,1
1,2010-10-29 15:44:49,748,709,101,550,689,40,40,1
3,2010-10-29 15:44:54,723,590,69,625,689,40,40,1
4,2010-10-29 15:44:58,725,558,101,645,689,40,40,1
3,2010-10-29 15:59:30,723,590,69,625,689,40,40,1
4,2010-10-29 15:59:52,725,558,101,645,689,40,40,1
1,2010-10-29 15:59:59,750,721,101,542,689,40,40,1
4,2010-10-29 16:14:47,725,561,101,643,689,40,40,1
1,2010-10-29 16:14:53,752,718,101,544,689,40,40,1
3,2010-10-29 16:14:58,725,590,69,625,689,40,40,1
3,2010-10-29 16:29:31,727,592,69,624,689,40,40,1
4,2010-10-29 16:29:53,727,563,101,642,689,40,40,1
1,2010-10-29 16:30:01,752,712,101,548,689,40,40,1
3,2010-10-29 16:44:37,725,590,69,625,689,40,40,1
1,2010-10-29 16:44:51,752,718,101,544,689,40,40,1
4,2010-10-29 16:45:01,730,563,101,642,689,40,40,1
4,2010-10-29 16:59:47,734,567,101,640,689,40,40,1
1,2010-10-29 16:59:53,756,727,101,539,689,40,40,1
3,2010-10-29 16:59:58,729,595,69,622,689,40,40,1
3,2010-10-29 17:13:50,730,597,69,621,689,40,40,1
4,2010-10-29 17:14:48,736,570,101,638,689,40,40,1
1,2010-10-29 17:14:56,757,729,101,537,689,40,40,1
3,2010-10-29 17:29:25,734,599,69,620,689,40,40,1
4,2010-10-29 17:29:47,743,572,101,636,689,40,40,1
1,2010-10-29 17:29:54,761,729,101,537,689,40,40,1
3,2010-10-29 17:44:18,734,478,101,694,689,40,40,1
1,2010-10-29 17:44:46,765,738,101,532,689,40,40,1
4,2010-10-29 17:44:55,748,577,101,633,689,40,40,1
1,2010-10-29 17:59:46,766,739,101,531,689,40,40,1
3,2010-10-29 17:59:51,730,464,101,703,689,40,40,1
4,2010-10-29 17:59:55,748,577,101,633,689,40,40,1
3,2010-10-29 18:14:39,729,466,101,702,689,40,40,1
4,2010-10-29 18:14:45,752,576,101,634,689,40,40,1
1,2010-10-29 18:14:53,768,741,101,529,689,40,40,1
1,2010-10-29 18:29:46,770,745,101,527,689,40,40,1
3,2010-10-29 18:29:51,727,466,101,702,689,40,40,1
4,2010-10-29 18:29:55,752,579,101,632,689,40,40,1
3,2010-10-29 18:44:45,730,466,101,702,689,40,40,1
4,2010-10-29 18:44:50,756,577,101,633,689,40,40,1
1,2010-10-29 18:44:58,772,747,101,526,689,40,40,1
1,2010-10-29 18:59:52,777,750,101,524,689,40,40,1
3,2010-10-29 18:59:57,730,464,101,703,689,40,40,1
4,2010-10-29 19:00:01,763,576,101,634,689,40,40,1
3,2010-10-29 19:13:44,729,462,101,704,689,40,40,1
1,2010-10-29 19:14:46,775,747,101,526,689,40,40,1
4,2010-10-29 19:14:55,774,572,101,637,689,40,40,1
3,2010-10-29 19:29:33,730,455,101,708,689,40,40,1
1,2010-10-29 19:29:46,770,743,101,528,689,40,40,1
4,2010-10-29 19:29:55,757,561,101,643,689,40,40,1
3,2010-10-29 19:44:32,727,451,101,710,689,40,40,1
4,2010-10-29 19:44:53,745,558,101,646,689,40,40,1
1,2010-10-29 19:45:00,766,739,101,531,689,40,40,1
3,2010-10-29 19:59:44,725,450,101,711,689,40,40,1
4,2010-10-29 19:59:49,739,550,101,650,689,40,40,1
1,2010-10-29 19:59:57,765,734,101,534,689,40,40,1
1,2010-10-29 20:14:47,761,732,101,535,689,40,40,1
3,2010-10-29 20:14:52,727,552,69,649,689,40,40,1
4,2010-10-29 20:14:56,736,547,101,652,689,40,40,1
4,2010-10-29 20:29:45,734,547,101,652,689,40,40,1
1,2010-10-29 20:29:52,763,732,101,535,689,40,40,1
3,2010-10-29 20:29:57,730,576,69,634,689,40,40,1
3,2010-10-29 20:44:48,730,576,69,634,689,40,40,1
4,2010-10-29 20:44:53,734,545,101,653,689,40,40,1
1,2010-10-29 20:45:00,761,730,101,536,689,40,40,1
3,2010-10-29 20:59:36,730,574,69,635,689,40,40,1
1,2010-10-29 20:59:48,761,729,101,537,689,40,40,1
4,2010-10-29 20:59:57,730,543,101,654,689,40,40,1
1,2010-10-29 21:14:52,761,727,101,539,689,40,40,1
3,2010-10-29 21:14:57,730,572,69,636,689,40,40,1
4,2010-10-29 21:15:01,730,541,101,656,689,40,40,1
1,2010-10-29 21:29:52,757,721,101,542,689,40,40,1
3,2010-10-29 21:29:56,727,570,69,638,689,40,40,1
4,2010-10-29 21:30:00,727,536,101,659,689,40,40,1
1,2010-10-29 21:44:48,754,718,101,544,689,40,40,1
3,2010-10-29 21:44:53,727,568,69,639,689,40,40,1
4,2010-10-29 21:44:57,725,536,101,659,689,40,40,1
3,2010-10-29 21:59:48,727,567,69,640,689,40,40,1
4,2010-10-29 21:59:52,723,534,101,660,689,40,40,1
1,2010-10-29 22:00:00,754,714,101,546,689,40,40,1
3,2010-10-29 22:14:45,739,646,1,590,700,99,99,2
4,2010-10-29 22:14:50,739,612,1,611,700,99,99,2
1,2010-10-29 22:14:57,754,721,101,542,689,40,40,1
4,2010-10-29 22:29:45,750,655,1,584,700,99,99,2
1,2010-10-29 22:29:52,761,723,101,541,689,40,40,1
3,2010-10-29 22:29:57,748,657,1,583,700,99,99,2
1,2010-10-29 22:44:47,763,727,101,539,689,40,40,1
3,2010-10-29 22:44:52,752,653,1,585,700,99,99,2
4,2010-10-29 22:44:56,754,667,1,576,700,99,99,2
3,2010-10-29 22:59:48,754,649,1,587,700,99,99,2
4,2010-10-29 22:59:52,757,676,1,570,700,99,99,2
1,2010-10-29 22:59:59,765,725,101,540,689,40,40,1
4,2010-10-29 23:14:45,757,678,1,569,700,99,99,2
1,2010-10-29 23:14:53,763,723,101,541,689,40,40,1
3,2010-10-29 23:14:58,754,646,1,590,700,99,99,2
3,2010-10-29 23:29:30,754,639,1,594,700,99,99,2
4,2010-10-29 23:29:51,757,680,1,568,700,99,99,2
1,2010-10-29 23:29:59,765,721,101,542,689,40,40,1
1,2010-10-29 23:44:52,763,718,101,544,689,40,40,1
3,2010-10-29 23:44:56,754,637,1,596,700,99,99,2
4,2010-10-29 23:45:01,757,678,1,569,700,99,99,2
1,2010-10-29 23:59:45,763,716,101,545,689,40,40,1
3,2010-10-29 23:59:50,754,631,1,599,700,99,99,2
4,2010-10-29 23:59:54,757,678,1,569,700,99,99,2
1,2010-10-30 00:14:51,761,714,101,547,689,40,40,1
3,2010-10-30 00:14:55,754,630,1,600,700,99,99,2
4,2010-10-30 00:15:00,756,676,1,570,700,99,99,2
1,2010-10-30 00:29:48,757,709,101,550,689,40,40,1
3,2010-10-30 00:29:53,754,628,1,601,700,99,99,2
4,2010-10-30 00:29:58,754,675,1,572,700,99,99,2
3,2010-10-30 00:44:44,752,628,1,601,700,99,99,2
4,2010-10-30 00:44:48,752,671,1,574,700,99,99,2
1,2010-10-30 00:44:55,756,707,101,551,689,40,40,1
3,2010-10-30 00:59:47,750,624,1,603,700,99,99,2
4,2010-10-30 00:59:52,752,669,1,575,700,99,99,2
1,2010-10-30 00:59:59,752,703,101,553,689,40,40,1
1,2010-10-30 01:14:50,752,702,101,555,689,40,40,1
3,2010-10-30 01:14:54,748,622,1,605,700,99,99,2
4,2010-10-30 01:14:59,748,669,1,575,700,99,99,2
1,2010-10-30 01:29:45,748,696,101,558,689,40,40,1
3,2010-10-30 01:29:50,745,619,1,607,700,99,99,2
4,2010-10-30 01:29:54,745,664,1,578,700,99,99,2
3,2010-10-30 01:44:48,741,615,1,609,700,99,99,2
4,2010-10-30 01:44:53,741,662,1,580,700,99,99,2
1,2010-10-30 01:45:00,745,691,101,561,689,40,40,1
4,2010-10-30 01:59:48,738,658,1,582,700,99,99,2
1,2010-10-30 01:59:55,743,687,101,563,689,40,40,1
3,2010-10-30 01:59:59,738,612,1,611,700,99,99,2
1,2010-10-30 02:14:50,741,687,101,564,689,40,40,1
3,2010-10-30 02:14:54,736,606,1,615,700,99,99,2
4,2010-10-30 02:14:58,734,655,1,584,700,99,99,2
3,2010-10-30 02:29:49,734,606,1,615,700,99,99,2
4,2010-10-30 02:29:54,732,651,1,586,700,99,99,2
1,2010-10-30 02:30:01,738,682,101,567,689,40,40,1
4,2010-10-30 02:44:48,730,649,1,588,700,99,99,2
1,2010-10-30 02:44:55,736,684,101,566,689,40,40,1
3,2010-10-30 02:45:00,730,603,1,617,700,99,99,2
1,2010-10-30 02:59:50,736,684,101,566,689,40,40,1
3,2010-10-30 02:59:55,729,599,1,619,700,99,99,2
4,2010-10-30 02:59:59,729,648,1,589,700,99,99,2
3,2010-10-30 03:14:30,727,597,1,621,700,99,99,2
4,2010-10-30 03:14:50,727,644,1,591,700,99,99,2
1,2010-10-30 03:14:57,734,680,101,568,689,40,40,1
4,2010-10-30 03:29:45,725,642,1,592,700,99,99,2
1,2010-10-30 03:29:53,732,678,101,569,689,40,40,1
3,2010-10-30 03:29:57,725,597,1,621,700,99,99,2
1,2010-10-30 03:44:47,730,678,101,569,689,40,40,1
3,2010-10-30 03:44:51,723,599,1,620,700,99,99,2
4,2010-10-30 03:44:55,721,640,1,593,700,99,99,2
1,2010-10-30 03:59:48,729,676,101,570,689,40,40,1
3,2010-10-30 03:59:52,721,599,1,619,700,99,99,2
4,2010-10-30 03:59:57,721,639,1,594,700,99,99,2
1,2010-10-30 04:14:46,727,676,101,570,689,40,40,1
3,2010-10-30 04:14:50,720,599,1,619,700,99,99,2
4,2010-10-30 04:14:55,718,637,1,595,700,99,99,2
4,2010-10-30 04:29:45,718,637,1,596,700,99,99,2
1,2010-10-30 04:29:52,725,673,101,573,689,40,40,1
3,2010-10-30 04:29:57,718,597,1,621,700,99,99,2
1,2010-10-30 04:44:49,725,667,101,576,689,40,40,1
3,2010-10-30 04:44:53,718,592,1,624,700,99,99,2
4,2010-10-30 04:44:57,716,633,1,598,700,99,99,2
3,2010-10-30 04:59:48,716,586,1,627,700,99,99,2
4,2010-10-30 04:59:53,714,631,1,599,700,99,99,2
1,2010-10-30 05:00:01,723,667,69,576,689,40,40,1
3,2010-10-30 05:14:46,712,581,1,631,700,99,99,2
4,2010-10-30 05:14:50,712,628,1,601,700,99,99,2
1,2010-10-30 05:14:58,721,680,69,568,689,40,40,1
1,2010-10-30 05:29:51,721,678,69,569,689,40,40,1
3,2010-10-30 05:29:56,712,579,1,632,700,99,99,2
4,2010-10-30 05:30:00,712,626,1,602,700,99,99,2
1,2010-10-30 05:44:46,720,678,69,569,689,40,40,1
3,2010-10-30 05:44:50,712,579,1,632,700,99,99,2
4,2010-10-30 05:44:54,711,626,1,602,700,99,99,2
1,2010-10-30 05:59:52,718,676,69,570,689,40,40,1
3,2010-10-30 05:59:56,709,577,1,633,700,99,99,2
4,2010-10-30 06:00:01,709,624,1,604,700,99,99,2
3,2010-10-30 06:14:48,709,576,1,634,700,99,99,2
4,2010-10-30 06:14:52,709,622,1,605,700,99,99,2
1,2010-10-30 06:14:59,718,675,69,571,689,40,40,1
1,2010-10-30 06:29:47,716,673,5,573,689,40,40,1
3,2010-10-30 06:29:51,709,574,1,635,700,99,99,2
4,2010-10-30 06:29:55,707,619,1,607,700,99,99,2
1,2010-10-30 06:44:50,714,671,5,574,689,40,40,1
3,2010-10-30 06:44:55,707,577,1,633,700,99,99,2
4,2010-10-30 06:44:59,707,617,1,608,700,99,99,2
4,2010-10-30 06:59:46,703,615,1,609,700,99,99,2
1,2010-10-30 06:59:54,712,669,5,575,689,40,40,1
3,2010-10-30 06:59:58,705,572,1,636,700,99,99,2
4,2010-10-30 07:14:48,703,613,1,610,700,99,99,2
1,2010-10-30 07:14:56,711,669,5,575,689,40,40,1
3,2010-10-30 07:15:00,703,572,1,637,700,99,99,2
1,2010-10-30 07:29:52,709,669,5,575,689,40,40,1
3,2010-10-30 07:29:56,703,583,1,630,700,99,99,2
4,2010-10-30 07:30:00,702,612,1,611,700,99,99,2
3,2010-10-30 07:44:49,703,585,1,629,700,99,99,2
4,2010-10-30 07:44:53,700,612,1,612,700,99,99,2
1,2010-10-30 07:45:00,709,669,5,575,689,40,40,1
3,2010-10-30 07:59:47,702,586,1,627,700,99,99,2
4,2010-10-30 07:59:51,700,612,1,612,700,99,99,2
1,2010-10-30 07:59:59,707,669,5,575,689,40,40,1
1,2010-10-30 08:14:49,707,667,5,576,689,40,40,1
3,2010-10-30 08:14:53,702,588,1,626,700,99,99,2
4,2010-10-30 08:14:57,700,612,1,612,700,99,99,2
1,2010-10-30 08:29:51,707,669,5,575,689,40,40,1
3,2010-10-30 08:29:55,700,585,1,629,700,99,99,2
4,2010-10-30 08:30:00,698,610,1,613,700,99,99,2
4,2010-10-30 08:44:48,698,610,1,613,700,99,99,2
1,2010-10-30 08:44:55,707,669,5,575,689,40,40,1
3,2010-10-30 08:44:59,698,572,1,637,700,99,99,2
1,2010-10-30 08:59:49,707,667,5,576,689,40,40,1
3,2010-10-30 08:59:53,696,572,1,637,700,99,99,2
4,2010-10-30 08:59:57,698,610,1,613,700,99,99,2
1,2010-10-30 09:14:51,707,673,5,573,689,40,40,1
3,2010-10-30 09:14:55,698,590,1,625,700,99,99,2
4,2010-10-30 09:15:00,700,608,1,614,700,99,99,2
1,2010-10-30 09:29:51,709,680,5,568,689,40,40,1
3,2010-10-30 09:29:55,700,588,1,626,700,99,99,2
4,2010-10-30 09:30:00,703,610,1,613,700,99,99,2
4,2010-10-30 09:44:49,703,698,5,557,689,40,40,1
1,2010-10-30 09:44:56,707,680,5,568,689,40,40,1
3,2010-10-30 09:45:01,696,671,5,574,689,40,40,1
3,2010-10-30 09:59:46,700,680,5,568,689,40,40,1
4,2010-10-30 09:59:50,707,707,5,551,689,40,40,1
1,2010-10-30 09:59:57,709,687,5,563,689,40,40,1
1,2010-10-30 10:14:48,712,693,5,560,689,40,40,1
3,2010-10-30 10:14:52,702,687,5,563,689,40,40,1
4,2010-10-30 10:14:57,712,714,5,547,689,40,40,1
3,2010-10-30 10:29:48,705,693,5,560,689,40,40,1
4,2010-10-30 10:29:53,716,718,5,544,689,40,40,1
1,2010-10-30 10:30:01,716,702,5,555,689,40,40,1
1,2010-10-30 10:44:46,718,703,5,553,689,40,40,1
3,2010-10-30 10:44:51,707,698,5,557,689,40,40,1
4,2010-10-30 10:44:55,721,723,5,541,689,40,40,1
1,2010-10-30 10:59:52,723,711,5,549,689,40,40,1
3,2010-10-30 10:59:56,711,702,5,554,689,40,40,1
4,2010-10-30 11:00:00,721,727,5,539,689,40,40,1
3,2010-10-30 11:14:47,712,705,5,552,689,40,40,1
4,2010-10-30 11:14:51,725,729,5,537,689,40,40,1
1,2010-10-30 11:14:59,725,714,5,547,689,40,40,1
3,2010-10-30 11:29:48,714,709,5,550,689,40,40,1
4,2010-10-30 11:29:52,729,734,5,534,689,40,40,1
1,2010-10-30 11:30:00,730,718,69,544,689,40,40,1
